95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95
95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95
95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95
95 95 291 273 273 273 292 293 273 322 323 324 273 273 273 273 273 273 273 273 273 273 289 95 95
95 95 291 288 288 288 307 308 288 337 338 339 336 288 288 288 288 288 263 288 288 288 289 95 95
95 95 291 294 210 255 258 258 210 271 272 210 210 210 203 210 210 210 233 210 210 210 289 95 95
95 95 291 236 195 229 232 232 195 286 287 195 195 361 195 362 195 195 345 195 195 195 289 95 95
95 95 291 195 195 226 227 228 195 240 241 195 195 195 195 195 195 195 195 195 195 195 289 95 95
95 95 291 195 195 195 195 195 195 195 195 195 195 195 199 200 201 202 375 195 195 195 289 95 95
95 95 291 256 256 256 256 256 256 195 195 195 195 195 195 195 195 195 195 195 195 195 289 95 95
95 95 291 230 230 230 230 230 230 195 195 195 195 195 195 195 195 195 195 195 195 195 289 95 95
95 95 291 227 227 227 227 227 228 195 195 195 195 195 195 195 195 195 195 195 195 195 289 95 95
95 95 291 195 300 301 302 303 195 195 195 195 195 195 195 195 262 195 195 195 195 195 289 95 95
95 95 291 195 242 243 244 245 195 195 195 195 195 195 195 214 277 195 195 195 195 195 289 95 95
95 95 291 215 216 195 195 195 195 195 195 195 195 195 195 296 297 298 195 195 195 195 289 95 95
95 95 291 195 195 195 195 195 195 195 195 195 195 195 195 311 312 313 195 195 195 195 289 95 95
95 95 327 275 275 275 275 275 275 275 275 275 275 275 275 275 275 275 275 275 275 275 326 95 95
95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95
95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95
95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95
