95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95
95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95
95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95
95 95 96 78 78 78 97 98 78 127 128 129 78 78 78 78 78 78 78 78 78 78 94 95 95
95 95 96 93 93 93 112 113 93 142 143 144 141 93 93 93 93 93 68 93 93 93 94 95 95
95 95 96 99 15 60 63 63 15 76 77 15 15 15 8 15 15 15 38 15 15 15 94 95 95
95 95 96 41 0 34 37 37 0 91 92 0 0 166 0 167 0 0 150 0 0 0 94 95 95
95 95 96 0 0 31 32 33 0 45 46 0 0 0 0 0 0 0 0 0 0 0 94 95 95
95 95 96 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 180 0 0 0 94 95 95
95 95 96 61 61 61 61 61 61 0 0 0 0 0 0 0 0 0 0 0 0 0 94 95 95
95 95 96 35 35 35 35 35 35 0 0 0 0 0 0 0 0 0 0 0 0 0 94 95 95
95 95 96 32 32 32 32 32 33 0 0 0 0 0 0 0 0 0 0 0 0 0 94 95 95
95 95 96 0 105 106 107 108 0 0 0 0 0 0 0 0 67 0 0 0 0 0 94 95 95
95 95 96 0 47 48 49 50 0 0 0 0 0 0 0 0 82 0 0 0 0 0 94 95 95
95 95 96 0 0 0 0 0 0 0 0 0 0 0 0 101 102 103 0 0 0 0 94 95 95
95 95 96 0 0 0 0 0 0 0 0 0 0 0 0 116 117 118 0 0 0 0 94 95 95
95 95 132 80 80 80 80 80 80 80 80 80 80 80 80 80 80 80 80 80 80 80 131 95 95
95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95
95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95
95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95

