95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95
95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95
95 95 96 78 78 78 78 78 78 78 78 78 97 98 78 100 78 78 78 78 78 94 95 95 95
95 95 96 93 93 145 93 93 93 68 93 93 112 113 93 115 93 93 93 93 93 94 95 95 95
95 95 96 15 15 15 15 15 15 38 15 15 15 15 60 15 76 77 15 8 15 94 95 95 95
95 95 96 105 0 0 0 0 0 140 0 0 0 0 34 0 91 92 0 168 0 94 95 95 95
95 95 96 47 0 0 0 0 0 0 0 0 0 0 0 0 45 46 0 0 0 94 95 95 95
95 95 96 0 0 0 0 0 0 191 0 0 0 0 0 0 0 0 0 0 0 94 95 95 95
95 95 96 0 166 101 102 103 167 0 0 61 61 61 61 61 61 61 61 61 61 94 95 95 95
95 95 96 0 166 116 117 118 167 0 0 35 35 35 35 35 35 35 35 35 35 94 95 95 95
95 95 96 0 166 12 13 14 167 0 0 31 32 32 32 32 32 32 32 32 33 94 95 95 95
95 95 96 0 0 0 0 0 0 0 0 105 106 107 108 105 106 107 108 0 0 94 95 95 95
95 95 96 0 0 0 0 0 0 0 0 47 48 49 50 47 48 49 50 0 0 94 95 95 95
95 95 96 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 94 95 95 95
95 95 132 80 80 80 80 80 80 80 80 80 80 80 80 80 80 80 80 80 80 131 95 95 95
95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95
95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95
95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95
95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95
95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95
