95,95,95,95,95,95,95,95,95,96,78,100,78,100,78,94,95,95,95,95,95,95,95,95,95
95,95,95,95,95,95,95,95,95,96,93,115,93,115,93,94,95,95,95,95,95,95,95,95,95
95,95,95,95,95,95,95,95,95,96,99,15,15,15,99,94,95,95,95,95,95,95,95,95,95
95,95,95,95,95,95,95,95,95,96,41,1,2,3,41,94,95,95,95,95,95,95,95,95,95
95,95,95,95,95,95,95,95,95,96,0,16,17,18,0,94,95,95,95,95,95,95,95,95,95
95,95,95,95,95,95,95,95,95,96,0,16,17,18,0,94,95,95,95,95,95,95,95,95,95
95,95,95,95,95,95,95,95,95,96,0,16,17,18,0,94,95,95,95,95,95,95,95,95,95
95,95,95,95,95,95,95,95,95,96,0,16,17,18,0,94,95,95,95,95,95,95,95,95,95
95,95,95,95,95,95,95,95,95,96,0,16,17,18,0,94,95,95,95,95,95,95,95,95,95
95,95,95,95,95,95,95,95,95,95,2,17,17,18,0,94,95,95,95,95,95,95,95,95,95
95,95,95,95,95,95,95,95,95,95,153,183,17,18,0,94,95,95,95,95,95,95,95,95,95
95,95,95,95,95,95,95,95,95,95,32,17,17,18,0,94,95,95,95,95,95,95,95,95,95
95,95,95,95,95,95,95,95,95,96,0,16,17,18,0,94,95,95,95,95,95,95,95,95,95
95,95,95,95,95,95,95,95,95,96,0,16,17,18,0,94,95,95,95,95,95,95,95,95,95
95,95,95,95,95,95,95,95,95,96,0,16,17,18,0,94,95,95,95,95,95,95,95,95,95
95,95,95,95,95,95,95,95,95,96,0,16,17,18,0,94,95,95,95,95,95,95,95,95,95
95,95,95,95,95,95,95,95,95,96,0,16,17,18,0,94,95,95,95,95,95,95,95,95,95
95,95,95,95,95,95,95,95,95,96,0,16,17,18,0,94,95,95,95,95,95,95,95,95,95
95,95,95,95,95,95,95,95,95,96,0,16,17,18,0,94,95,95,95,95,95,95,95,95,95
95,95,95,95,95,95,95,95,95,132,80,80,80,80,80,131,95,95,95,95,95,95,95,95,95
