95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95
95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95
95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95
95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95
95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95
95 95 95 342 305 305 305 305 305 305 305 305 305 305 305 305 305 305 305 305 341 95 95 95 95
95 95 95 291 259 259 259 259 259 259 259 259 333 259 333 319 259 259 259 259 289 95 95 95 95
95 95 95 291 259 259 259 266 266 266 266 259 318 318 318 259 259 259 259 263 289 95 95 95 95
95 95 95 291 309 218 218 281 281 281 281 218 220 220 220 218 218 218 218 233 289 95 95 95 95
95 95 95 291 334 225 225 251 251 251 251 225 225 225 225 225 225 225 225 346 289 95 95 95 95
95 95 95 291 255 258 225 225 225 225 225 225 225 225 225 225 225 225 225 376 289 95 95 95 95
95 95 95 291 229 232 195 225 225 225 225 225 225 225 225 225 225 225 225 225 289 95 95 95 95
95 95 95 291 278 221 195 225 225 225 225 225 225 225 225 225 225 225 225 225 289 95 95 95 95
95 95 95 291 219 195 195 225 225 225 225 225 225 225 225 225 225 225 225 225 289 95 95 95 95
95 95 95 327 275 275 275 275 275 275 275 275 275 275 275 275 275 275 275 275 326 95 95 95 95
95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95
95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95
95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95
95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95
95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95
