95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 96 78 78 78 78 78 78 78 78 94 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 441 423 423 423 475 423 423 423 423 439
95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 96 93 93 93 68 93 93 93 93 94 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 441 438 438 438 413 438 438 438 438 439
95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 96 15 15 15 38 15 15 15 15 94 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 441 360 360 360 383 360 360 360 360 439
95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 96 0 0 174 157 187 0 0 167 94 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 441 345 345 519 502 532 345 345 512 439
96 130 78 78 78 78 78 97 98 78 78 78 78 127 128 129 0 0 1 2 2 3 0 167 94 441 475 423 423 475 423 423 442 443 423 423 475 423 472 473 474 345 345 346 347 347 348 345 512 439
96 145 93 93 68 93 93 112 113 93 93 68 93 142 143 144 0 0 16 17 17 18 0 0 94 441 490 438 438 413 438 438 457 458 438 438 413 438 487 488 489 345 345 361 362 362 363 345 345 439
96 15 99 15 38 15 99 15 15 99 15 38 15 99 15 15 0 0 16 17 17 18 0 0 94 441 360 444 360 383 360 444 360 360 444 360 383 360 444 360 360 345 345 361 362 362 363 345 345 439
96 0 41 0 159 189 41 0 0 0 0 158 188 41 0 0 0 0 16 17 17 18 0 0 94 441 345 386 345 504 534 386 345 345 386 345 503 533 386 345 345 345 345 361 362 362 363 345 345 439
96 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 16 17 17 18 0 0 94 441 345 345 345 345 345 345 345 345 345 345 345 345 345 345 345 345 345 361 362 362 363 345 345 439
96 0 0 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 17 17 17 18 0 0 94 441 345 345 346 347 347 347 347 347 347 347 347 347 347 347 347 347 347 362 362 362 363 345 345 439
96 152 182 16 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 18 0 0 94 441 497 527 361 362 362 362 362 362 362 362 362 362 362 362 362 362 362 362 362 362 363 345 345 439
96 0 0 16 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 18 0 0 94 441 345 345 361 362 362 362 362 362 362 362 362 362 362 362 362 362 362 362 362 362 363 345 345 439
96 0 0 31 32 32 32 32 32 32 32 32 32 32 32 32 32 32 17 17 17 18 0 0 94 441 345 345 376 377 377 377 377 377 377 377 377 377 377 377 377 377 377 362 362 362 363 345 345 439
96 0 0 0 0 185 0 0 0 0 0 0 184 0 0 0 0 0 16 17 17 18 0 0 94 441 345 345 345 345 530 345 345 345 345 345 345 529 345 345 345 345 345 361 362 362 363 345 345 439
96 0 0 0 155 0 0 106 107 0 0 154 0 0 168 168 0 0 16 17 17 18 0 0 94 441 345 345 345 500 345 345 451 452 345 345 499 345 345 513 513 345 345 361 362 362 363 345 345 439
132 80 80 80 80 80 80 80 80 80 80 80 80 80 80 81 0 0 16 17 17 18 0 0 94 477 425 425 425 425 425 425 425 425 425 425 425 425 425 425 426 345 345 361 362 362 363 345 345 439
95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 96 105 0 16 17 17 18 0 0 94 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 441 450 345 361 362 362 363 345 345 439
95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 96 47 0 31 32 32 33 0 0 94 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 441 392 345 376 377 377 378 345 345 439
95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 96 0 0 0 0 0 0 0 0 94 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 441 345 345 345 345 345 345 345 345 439
95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 132 80 80 80 80 80 80 80 80 131 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 477 425 425 425 425 425 425 425 425 476
95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95
95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95
95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95
95 95 96 78 78 78 97 98 78 127 128 129 126 78 78 78 78 78 78 78 78 78 94 95 95 95 95 441 423 423 423 442 443 423 472 473 474 423 423 423 423 423 423 423 423 423 423 439 95 95
