95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95
95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95
95 96 78 97 98 78 78 100 78 127 128 129 78 78 78 100 78 78 78 78 78 78 78 94 95
95 96 93 112 113 141 93 115 93 142 143 144 93 93 93 115 93 93 93 93 93 93 93 94 95
95 96 15 76 77 15 60 63 15 15 15 15 15 8 15 15 15 61 61 61 61 61 61 94 95
95 96 0 91 92 0 34 37 0 0 0 0 0 0 0 0 0 35 35 35 35 35 35 94 95
95 96 0 45 46 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 94 95
95 96 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 105 106 107 108 0 94 95
95 96 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 47 48 49 50 0 94 95
95 96 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 94 95
95 96 0 168 168 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 94 95
95 132 80 80 80 80 80 80 80 81 0 0 1 2 3 0 0 79 80 80 80 80 80 131 95
95 95 95 95 95 95 95 95 95 96 0 0 16 17 18 0 0 94 95 95 95 95 95 95 95
95 95 95 95 95 95 95 95 95 96 0 0 16 17 18 0 0 94 95 95 95 95 95 95 95
95 95 95 95 95 95 95 95 95 96 0 0 31 32 33 0 0 94 95 95 95 95 95 95 95
95 95 95 95 95 95 95 95 95 96 0 0 0 183 0 0 0 94 95 95 95 95 95 95 95
95 95 95 95 95 95 95 95 95 96 0 0 0 153 0 0 0 94 95 95 95 95 95 95 95
95 95 95 95 95 95 95 95 95 132 80 80 80 80 80 80 80 131 95 95 95 95 95 95 95
95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95
95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95 95
