95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95
95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95
95,291,273,273,321,295,273,292,293,273,273,273,295,273,273,273,273,273,273,295,273,273,273,289,95
95,291,288,288,336,310,288,307,308,288,288,288,310,288,288,288,288,288,288,310,288,288,288,289,95
95,291,257,210,210,210,210,210,210,210,256,256,256,256,256,210,210,255,258,210,271,272,294,289,95
95,291,231,195,195,195,195,195,195,195,230,230,230,230,230,195,195,229,229,195,286,287,236,289,95
95,291,195,195,296,297,298,195,195,195,226,227,227,227,228,195,195,226,228,195,240,241,195,289,95
95,291,195,361,311,312,313,362,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,289,95
95,291,195,195,311,312,313,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,289,95
95,291,195,361,311,312,313,362,195,195,195,195,195,195,195,195,195,195,195,195,301,302,303,289,95
95,291,195,195,207,208,209,195,195,195,195,195,195,195,195,195,195,195,195,361,207,209,245,289,95
95,291,195,195,195,363,195,195,195,195,195,195,195,274,275,275,275,275,275,275,275,275,275,326,95
95,291,195,195,195,195,195,195,195,195,195,195,301,289,95,95,95,95,95,95,95,95,95,95,95
95,291,195,195,195,195,195,195,195,195,195,195,311,289,95,95,95,95,95,95,95,95,95,95,95
95,291,195,195,195,195,195,195,195,195,195,195,311,289,95,95,95,95,95,95,95,95,95,95,95
95,291,195,195,195,195,385,195,195,195,195,195,207,289,95,95,95,95,95,95,95,95,95,95,95
95,291,195,195,195,195,360,195,195,195,195,195,195,289,95,95,95,95,95,95,95,95,95,95,95
95,327,275,275,275,275,275,275,275,275,275,275,275,326,95,95,95,95,95,95,95,95,95,95,95
95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95
95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95
